index,followers,connections,time_spent,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,content,label
731,3725.0,500+,6 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=blackfarmers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888', '#blackfarmers'], ['https://www.linkedin.com/feed/hashtag/?keywords=news&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888', '#news'], ['https://www.linkedin.com/feed/hashtag/?keywords=resultsbasedjournalism&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888', '#resultsbasedjournalism'], ['https://www.linkedin.com/feed/hashtag/?keywords=womenentrepreneurs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888', '#womenentrepreneurs'], ['https://www.linkedin.com/feed/hashtag/?keywords=foodsecurity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888', '#foodsecurity']]",article,5,0,"[['#blackfarmers', 'https://www.linkedin.com/feed/hashtag/?keywords=blackfarmers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888'], ['#news', 'https://www.linkedin.com/feed/hashtag/?keywords=news&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888'], ['#resultsbasedjournalism', 'https://www.linkedin.com/feed/hashtag/?keywords=resultsbasedjournalism&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888'], ['#womenentrepreneurs', 'https://www.linkedin.com/feed/hashtag/?keywords=womenentrepreneurs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888'], ['#foodsecurity', 'https://www.linkedin.com/feed/hashtag/?keywords=foodsecurity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6697783728137125888']]",21,4,,"You ever have that burst of knowing in your stomach that tells you to do it. It happened to me in March as I reported on the coronavirus in Italy when NYU closed down. But, it was an idea to set up something that I knew would be needed across the pond, back home in the US. Thus, birthed a guide that is being used daily.  #blackfarmers   #news   #resultsbasedjournalism   #womenentrepreneurs   #foodsecurity 
 
 
 …see more",Educational Resources
778,3725.0,500+,1 year ago,"[['http://ow.ly/g4Oq50ulnAW', 'http://ow.ly/g4Oq50ulnAW']]",image,0,0,[],7,1,,"The recent passing of iconic filmmaker John Singleton got Ark Republic talking about hypertension with Belinda Addo, who is an advanced nurse practitioner and practice manager for Perris Community Urgent Care.  She also serves as the medical provider for the clinic that is located in the suburban Los Angeles community of Perris, California. As well, Addo is founder of Global Health Initiative a non profit offering free medical care to communities in developing countries. LISTEN TO THE FULL STORY:  http://ow.ly/g4Oq50ulnAW 
 
 
 …see more",Professional Growth
805,3725.0,500+,5 years ago,[],article,0,0,[],13,1,,To be chosen as one of Linkedin's Top Voices 2015 is still a dream. There are incredible folk on the list. Enjoy the features ...,Others
811,3725.0,500+,6 years ago,[],image,0,0,[],3,0,,"Exquisite time at USC's Annenberg Summer Institute of Diversity. My work looked at film audiences in Newark, Nj. Upside down frame was unintentional, but I kind of like it.",Others
817,28605.0,500+,1 week ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=hr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992', '#hr'], ['https://www.linkedin.com/feed/hashtag/?keywords=hiring&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992', '#hiring'], ['https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992', '#career'], ['https://www.linkedin.com/feed/hashtag/?keywords=marketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992', '#marketing']]",image,4,0,"[['#hr', 'https://www.linkedin.com/feed/hashtag/?keywords=hr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992'], ['#hiring', 'https://www.linkedin.com/feed/hashtag/?keywords=hiring&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992'], ['#career', 'https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992'], ['#marketing', 'https://www.linkedin.com/feed/hashtag/?keywords=marketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6762653926824148992']]",257,21,,"‘Talent Marketing’ I didn’t make that up. It ain’t ‘Marketing’. It’s not exactly ‘employer branding’. When talents get 7-10 job offers every single week.  When companies struggle with paying candidates what FB, Amazon, Microsoft and Google can easily afford. In this reality, you need more than just actively reaching out to candidates. In marketing, Lead-gen will get you that steady flow of leads every business needs. But Demand Gen will always get a much higher conversion rate. Talent marketing follows the same rule. You want these talents to be interested in you. You want them to approach you. You want them to WANT.  #hr   #hiring   #career   #marketing 
 
 
 …see more",Professional Growth
831,28605.0,500+,3 months ago,"[['https://www.linkedin.com/company/battery-ventures/', 'Battery Ventures'], ['https://www.linkedin.com/feed/hashtag/?keywords=people&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344', '#people'], ['https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344', '#career'], ['https://www.linkedin.com/feed/hashtag/?keywords=hr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344', '#hr'], ['https://www.linkedin.com/feed/hashtag/?keywords=work&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344', '#work'], ['https://www.linkedin.com/feed/hashtag/?keywords=covid&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344', '#covid']]",image,5,0,"[['#people', 'https://www.linkedin.com/feed/hashtag/?keywords=people&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344'], ['#career', 'https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344'], ['#hr', 'https://www.linkedin.com/feed/hashtag/?keywords=hr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344'], ['#work', 'https://www.linkedin.com/feed/hashtag/?keywords=work&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344'], ['#covid', 'https://www.linkedin.com/feed/hashtag/?keywords=covid&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6735440094800441344']]",86,1,,🔥🔥🔥We are proud to have earned a spot in the Highest Rated Cloud Computing Companies to Work For During the COVID Crisis list by  Battery Ventures  💥💥💥   #people   #career   #hr   #work   #covid,Professional Growth
833,28605.0,500+,3 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=zoom&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632', '#zoom'], ['https://www.linkedin.com/feed/hashtag/?keywords=opportunities&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632', '#opportunities'], ['https://www.linkedin.com/feed/hashtag/?keywords=people&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632', '#people'], ['https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632', '#career'], ['https://www.linkedin.com/feed/hashtag/?keywords=hr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632', '#hr']]",video,5,0,"[['#zoom', 'https://www.linkedin.com/feed/hashtag/?keywords=zoom&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632'], ['#opportunities', 'https://www.linkedin.com/feed/hashtag/?keywords=opportunities&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632'], ['#people', 'https://www.linkedin.com/feed/hashtag/?keywords=people&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632'], ['#career', 'https://www.linkedin.com/feed/hashtag/?keywords=career&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632'], ['#hr', 'https://www.linkedin.com/feed/hashtag/?keywords=hr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6732244138940485632']]",180,11,,"I love zoom meetings!♥️ Why? Because this is the kind of awkward moment we will laugh about years later🤣 What is your most awkward moment? Comment and tell us:) Link to all our amazing opportunities on the first comment- apply and fly :)  #zoom   #opportunities   #people   #career   #hr 
 
 
 …see more",Professional Growth
877,28605.0,500+,10 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6660414743871803393', '#covid19']]",image,1,0,"[['#covid19', 'https://www.linkedin.com/feed/hashtag/?keywords=covid19&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6660414743871803393']]",243,25,,"The new key factors candidates will look for in their next job post-corona. Pre-corona candidates decided to sign with companies based on 4 key factors: daily commute, the people, the role, and of course, money. Companies actually developed techniques and selling points in order to sell the positions based on these factors, and now we have a game-changer!  After some research on my side, I can tell that things are gonna change. Here are the new 4 key factors that will be considered in the post-corona era: **Financial stability of the company (the company fired staff during corona, or sent employees to unpaid leave) **Work-life balance (did the company take into consideration work hours for employees with kids, WFH)  **Social responsibility (companies that helped during the corona with donations, volunteering, and technology)  **A place to stay for the long term (according to salary, perks, and people). WDYT? What will be the new key-factors? (In the picture AppsFlyer Cares van came to cheer up our medical heroes). AppsFlyer  #covid19 
 
 
 …see more",Professional Growth
888,28605.0,500+,11 months ago,"[['https://www.linkedin.com/in/ACoAAB6Z6-wB6J6oUm-hTyCZjevnRIG41DCvbU4', 'Nitzan Scheftelowitz']]",image,0,0,[],405,50,,"אז מה הדבר שהכי חסר לי בימים אלה? חוץ מלהגיע למשרד (המושלם)שלנו, לנסוע שלוש שעות לכיוון😂, ולהתאמן-*הקפה* של הבוקר עם החברים במשרד. אז  Nitzan Scheftelowitz  הציעה את ה- Coffee Zoom! שלוש הפסקות קפה ביום בהן אפשר לדבר על הא, דה, ו(קורו)נה! היום בבוקר נפגשנו לאחת כזו- והייייי היה ממש ממש כיף! אין על האנשים שלנו! מחכה להפסקת קפה של 15:00👩🏼‍💻 מה הכי חסר לכם ואיך פתרתם את זה?🤔 
 
 
 …see more 
 
 
 
    See translation",Others
898,28605.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=dreamteam&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6627497947338690560', '#DREAMTEAM'], ['https://www.linkedin.com/in/ACoAABg8lZMBNCuvXj0E78yBW_UL-tH7ecJRCLE', 'Yodan Rotholz'], ['https://www.linkedin.com/in/ACoAAB6Z6-wB6J6oUm-hTyCZjevnRIG41DCvbU4', 'Nitzan Scheftelowitz'], ['https://www.linkedin.com/in/ACoAACl2Z3IBLqM5NhsAQ9Nj8NV6yhNVBYGMDC8', 'Noa Kaplun'], ['https://www.linkedin.com/in/ACoAACbMpMQBirLjN1Rrg6fQLc4Gt7Qc_KzputA', 'Benjamin Figdor'], ['https://www.linkedin.com/in/ACoAAAfx4zwBlS4HBTDQqeVc6btcBfgNrSQbYS0', 'Assaf Schwartz']]",image,1,0,"[['#DREAMTEAM', 'https://www.linkedin.com/feed/hashtag/?keywords=dreamteam&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6627497947338690560']]",196,25,,"I love smart words. Croissant+Doughnut=Cronut🥐 Kim Kardashian+Kanye West=Kimye👩‍❤️‍👩 McDonalds+LinkedIn= MCLINKEDIN.🍟 So, when we decided to have a LinkedIn party for our beloved R&D people it was obvious to connect the love of developers-McDonalds🍔🍟, and the love of recruiters- LinkedIn👩🏼‍💻. It was an amazing evening, a great sunset, amazing people and FAT!. And then I realized, friends who source together-grow together- literally! Thanks to the  #DREAMTEAM   Yodan Rotholz   Nitzan Scheftelowitz   Noa Kaplun   Benjamin Figdor   Assaf Schwartz 
 
 
 …see more",Others
899,28605.0,500+,1 year ago,"[['https://www.linkedin.com/in/ACoAAAB94koBhJz3Ra3zWHguOS-IREbeT4eCKwo', 'Shiri Grosbard'], ['https://www.linkedin.com/in/ACoAAACg5_YBmRztvZn279aL8YyCKcOsjCQ9A5E', 'Ari C. Applbaum'], ['https://www.linkedin.com/in/ACoAACbMpMQBirLjN1Rrg6fQLc4Gt7Qc_KzputA', 'Benjamin Figdor']]",image,0,0,[],369,58,,"Did you know? 4 key factors motivating people to choose a specific job: • Daily commute  • The people • The role • Money Usually, all of them are marked as checked, in our case as people who live far (Jerusalem, Dganiya, Misgav-Dov) we have to give up on something. I knew I won't give up the role and the people so I had to compromise on the daily commute- and believe me it's damn hard!. But, at the end of the day I know I made the decision of my life and AppsFlyer did the right thing by accepting me and not rejecting me based on location (like a lot of companies I know).  So what is the must-have factor for you? Shiri Grosbard   Ari C. Applbaum   Benjamin Figdor 
 
 
 …see more",Others
